group_size;enemyCount;hasCircle;stratName;friendlyCasts0;friendlyCasts1;friendlyCasts2;friendlyCasts3;friendlyCasts4;friendlyCasts5;enemyCasts0;enemyCasts1;enemyCasts2;enemyCasts3;enemyCasts4;enemyCasts5;ticksPerSecond;friendlyTicksPerTime;enemyTicksPerTime
5;10;1;TWOSTACKS;214;74;0;0;0;0;41;71;0;0;0;0;6.24755;2.95279;3.29476
5;10;1;TWOSTACKSENEMYFIRST;0;73;0;0;0;0;248;79;0;0;0;0;5.76278;2.59752;3.16526
5;10;1;TWOSTACKSENEMY;277;35;73;6;0;9;0;0;0;0;0;0;5.9031;2.88179;3.02131
5;10;1;TWOSTACKSFRIENDLY;0;0;0;0;0;0;336;64;0;0;0;0;5.79845;2.55365;3.2448
5;10;1;THREESTACKS;89;27;100;0;0;0;25;22;137;0;0;0;6.04413;2.85518;3.18895
5;10;1;THREESTACKSENEMYFIRST;0;23;92;0;0;0;116;28;141;0;0;0;6.20303;2.87269;3.33034
5;10;1;THREESTACKSENEMY;251;46;88;5;1;9;0;0;0;0;0;0;6.39012;3.09646;3.29366
5;10;1;THREESTACKSFRIENDLY;0;0;0;0;0;0;264;30;106;0;0;0;5.91974;2.61877;3.30097
5;10;1;LOWEST;46;10;52;138;0;0;7;11;82;54;0;0;5.86227;2.80877;3.0535
5;10;1;LOWESTENEMYFIRST;0;14;40;138;0;0;49;9;80;70;0;0;5.94329;2.79601;3.14728
5;10;1;LOWESTENEMY;186;19;35;158;1;1;0;0;0;0;0;0;6.00119;2.95478;3.04641
5;10;1;LOWESTFRIENDLY;0;0;0;0;0;0;214;24;92;70;0;0;6.06433;2.69919;3.36514
20;1;1;FOCUSFRIENDLY;400;0;0;0;0;0;0;0;0;0;0;0;1.92568;1.16603;0.75965
20;1;1;FOCUSENEMY;0;0;0;0;0;0;289;3;0;19;1;88;1.47229;0.69846;0.77383
20;1;1;RANDOM;400;0;0;0;0;0;0;0;0;0;0;0;1.90592;1.15335;0.75257
20;1;1;RANDOMENEMY;393;0;0;0;0;0;7;0;0;0;0;0;1.92533;1.1578;0.76753
20;1;1;RANDOMFRIENDLY;0;0;0;0;0;0;287;2;0;14;5;92;1.50173;0.72849;0.77324
20;1;1;ONESTACK;400;0;0;0;0;0;0;0;0;0;0;0;1.93569;1.17684;0.75885
20;1;1;ONESTACKENEMYFIRST;372;0;1;0;5;0;0;0;3;0;3;16;1.8478;1.10267;0.74513
20;1;1;ONESTACKENEMY;0;0;0;0;0;0;294;1;0;9;2;94;1.48312;0.7205;0.76262
20;1;1;ONESTACKFRIENDLY;393;0;0;0;6;1;0;0;0;0;0;0;1.94693;1.17836;0.76857
20;1;1;TWOSTACKS;399;1;0;0;0;0;0;0;0;0;0;0;1.91997;1.16455;0.75542
20;1;1;TWOSTACKSENEMYFIRST;385;0;0;0;0;0;15;0;0;0;0;0;1.93516;1.16407;0.77109
20;1;1;TWOSTACKSENEMY;394;1;5;0;0;0;0;0;0;0;0;0;1.95457;1.18726;0.76731
20;1;1;TWOSTACKSFRIENDLY;0;0;0;0;0;0;289;0;0;13;1;97;1.4756;0.7098;0.7658
20;1;1;THREESTACKS;364;1;3;0;0;0;0;0;32;0;0;0;1.85311;1.12656;0.72655
20;1;1;THREESTACKSENEMYFIRST;269;0;13;0;0;0;94;0;24;0;0;0;1.80201;1.04933;0.75268
20;1;1;THREESTACKSENEMY;398;0;2;0;0;0;0;0;0;0;0;0;1.93089;1.1768;0.75409
20;1;1;THREESTACKSFRIENDLY;0;0;0;0;0;0;296;0;0;7;2;95;1.48474;0.71149;0.77325
20;1;1;LOWEST;363;0;2;0;0;0;0;0;35;0;0;0;1.83812;1.10552;0.7326
20;1;1;LOWESTENEMYFIRST;235;0;12;0;0;0;122;0;27;4;0;0;1.7361;0.9908;0.7453
20;1;1;LOWESTENEMY;394;0;6;0;0;0;0;0;0;0;0;0;1.94699;1.18079;0.7662
20;1;1;LOWESTFRIENDLY;0;0;0;0;0;0;285;0;0;11;3;101;1.50882;0.73548;0.77334
20;2;1;FOCUSFRIENDLY;387;0;3;1;9;0;0;0;0;0;0;0;3.23579;1.9148;1.32099
20;2;1;FOCUSENEMY;0;0;0;0;0;0;247;7;6;38;4;98;2.78859;1.4456;1.34299
20;2;1;RANDOM;400;0;0;0;0;0;0;0;0;0;0;0;3.2309;1.90613;1.32477
20;2;1;RANDOMENEMY;199;0;0;0;0;0;201;0;0;0;0;0;3.12665;1.74564;1.38101
20;2;1;RANDOMFRIENDLY;0;0;0;0;0;0;296;6;4;50;3;41;2.83054;1.44975;1.38079
20;2;1;ONESTACK;400;0;0;0;0;0;0;0;0;0;0;0;3.2315;1.89944;1.33206
20;2;1;ONESTACKENEMYFIRST;349;0;3;0;8;0;11;0;2;1;5;21;3.1464;1.82442;1.32198
20;2;1;ONESTACKENEMY;0;0;0;0;0;0;257;4;10;33;6;90;2.78538;1.43695;1.34843
20;2;1;ONESTACKFRIENDLY;382;0;5;2;11;0;0;0;0;0;0;0;3.21351;1.88915;1.32436
20;2;1;TWOSTACKS;393;4;0;0;0;0;0;3;0;0;0;0;3.27693;1.91974;1.35719
20;2;1;TWOSTACKSENEMYFIRST;213;7;0;0;0;0;176;4;0;0;0;0;3.11249;1.73592;1.37657
20;2;1;TWOSTACKSENEMY;362;5;33;0;0;0;0;0;0;0;0;0;3.21862;1.8942;1.32442
20;2;1;TWOSTACKSFRIENDLY;0;0;0;0;0;0;290;13;7;26;0;64;2.79535;1.4425;1.35285
20;2;1;THREESTACKS;293;2;35;0;0;0;0;0;70;0;0;0;3.04276;1.74847;1.29429
20;2;1;THREESTACKSENEMYFIRST;130;12;76;0;0;0;129;1;52;0;0;0;2.89426;1.63565;1.25861
20;2;1;THREESTACKSENEMY;364;5;31;0;0;0;0;0;0;0;0;0;3.17745;1.86942;1.30803
20;2;1;THREESTACKSFRIENDLY;0;0;0;0;0;0;288;10;18;25;1;58;2.85092;1.47317;1.37775
20;2;1;LOWEST;255;4;45;8;0;0;0;1;58;29;0;0;2.96254;1.68278;1.27976
20;2;1;LOWESTENEMYFIRST;105;9;70;10;0;0;116;2;39;49;0;0;2.83564;1.57563;1.26001
20;2;1;LOWESTENEMY;356;7;34;3;0;0;0;0;0;0;0;0;3.19876;1.88131;1.31745
20;2;1;LOWESTFRIENDLY;0;0;0;0;0;0;277;4;10;67;1;41;2.82432;1.46087;1.36345
20;3;1;FOCUSFRIENDLY;376;2;7;1;13;1;0;0;0;0;0;0;4.40801;2.56656;1.84145
20;3;1;FOCUSENEMY;0;0;0;0;0;0;222;19;11;44;13;91;3.98638;2.07766;1.90872
20;3;1;RANDOM;400;0;0;0;0;0;0;0;0;0;0;0;4.49935;2.63091;1.86844
20;3;1;RANDOMENEMY;134;0;0;0;0;0;266;0;0;0;0;0;4.23513;2.29119;1.94394
20;3;1;RANDOMFRIENDLY;0;0;0;0;0;0;323;9;11;42;2;13;4.12091;2.14988;1.97103
20;3;1;ONESTACK;400;0;0;0;0;0;0;0;0;0;0;0;4.1144;2.4353;1.6791
20;3;1;ONESTACKENEMYFIRST;301;1;6;2;26;1;22;1;9;7;5;19;4.19126;2.40405;1.78721
20;3;1;ONESTACKENEMY;0;0;0;0;0;0;240;14;10;35;10;91;3.87083;1.99887;1.87196
20;3;1;ONESTACKFRIENDLY;375;2;3;1;18;1;0;0;0;0;0;0;4.36666;2.54217;1.82449
20;3;1;TWOSTACKS;368;18;0;0;0;0;0;14;0;0;0;0;4.27871;2.4979;1.78081
20;3;1;TWOSTACKSENEMYFIRST;122;35;0;0;0;0;219;24;0;0;0;0;4.30064;2.35233;1.94831
20;3;1;TWOSTACKSENEMY;317;13;70;0;0;0;0;0;0;0;0;0;4.27408;2.48243;1.79165
20;3;1;TWOSTACKSFRIENDLY;0;0;0;0;0;0;291;36;6;24;3;40;4.10205;2.14258;1.95947
20;3;1;THREESTACKS;216;12;85;0;0;0;0;5;82;0;0;0;4.18314;2.34865;1.83449
20;3;1;THREESTACKSENEMYFIRST;74;18;105;0;0;0;135;9;59;0;0;0;4.00738;2.19914;1.80824
20;3;1;THREESTACKSENEMY;317;15;68;0;0;0;0;0;0;0;0;0;4.36991;2.55159;1.81832
20;3;1;THREESTACKSFRIENDLY;0;0;0;0;0;0;281;22;35;22;3;37;4.09438;2.13228;1.9621
20;3;1;LOWEST;200;6;56;11;0;0;0;4;49;74;0;0;3.98922;2.21586;1.77336
20;3;1;LOWESTENEMYFIRST;41;11;85;11;0;0;114;5;43;90;0;0;3.93101;2.12549;1.80552
20;3;1;LOWESTENEMY;295;16;76;13;0;0;0;0;0;0;0;0;4.35324;2.52142;1.83182
20;3;1;LOWESTFRIENDLY;0;0;0;0;0;0;251;10;17;97;4;21;4.03122;2.09822;1.933
20;4;1;FOCUSFRIENDLY;369;1;6;6;18;0;0;0;0;0;0;0;5.31188;3.07584;2.23604
20;4;1;FOCUSENEMY;0;0;0;0;0;0;222;22;18;47;14;77;4.96177;2.56849;2.39328
20;4;1;RANDOM;400;0;0;0;0;0;0;0;0;0;0;0;4.83305;2.8646;1.96845
20;4;1;RANDOMENEMY;75;0;0;0;0;0;325;0;0;0;0;0;5.16079;2.7665;2.39429
20;4;1;RANDOMFRIENDLY;0;0;0;0;0;0;323;18;12;32;6;9;4.97182;2.59259;2.37923
20;4;1;ONESTACK;400;0;0;0;0;0;0;0;0;0;0;0;5.46361;3.12914;2.33447
20;4;1;ONESTACKENEMYFIRST;295;5;11;7;19;0;24;1;10;6;8;14;5.19774;2.95964;2.2381
20;4;1;ONESTACKENEMY;0;0;0;0;0;0;251;19;18;37;8;67;4.84915;2.53588;2.31327
20;4;1;ONESTACKFRIENDLY;361;1;8;4;25;1;0;0;0;0;0;0;4.86355;2.83145;2.0321
20;4;1;TWOSTACKS;307;48;0;0;0;0;0;45;0;0;0;0;5.38889;3.0894;2.29949
20;4;1;TWOSTACKSENEMYFIRST;78;56;0;0;0;0;208;58;0;0;0;0;5.34398;2.8961;2.44788
20;4;1;TWOSTACKSENEMY;278;22;100;0;0;0;0;0;0;0;0;0;5.24957;3.028;2.22157
20;4;1;TWOSTACKSFRIENDLY;0;0;0;0;0;0;302;58;5;11;1;23;5.25087;2.78639;2.46448
20;4;1;THREESTACKS;171;14;115;0;0;0;0;18;82;0;0;0;5.37615;2.96799;2.40816
20;4;1;THREESTACKSENEMYFIRST;51;18;125;0;0;0;109;14;83;0;0;0;5.13393;2.78086;2.35307
20;4;1;THREESTACKSENEMY;284;23;93;0;0;0;0;0;0;0;0;0;5.48286;3.14528;2.33758
20;4;1;THREESTACKSFRIENDLY;0;0;0;0;0;0;272;45;45;16;1;21;5.22586;2.7269;2.49896
20;4;1;LOWEST;99;11;93;35;0;0;0;10;42;110;0;0;4.89345;2.6775;2.21595
20;4;1;LOWESTENEMYFIRST;22;14;87;34;0;0;71;6;44;122;0;0;4.98835;2.67665;2.3117
20;4;1;LOWESTENEMY;251;23;90;36;0;0;0;0;0;0;0;0;5.40023;3.11696;2.28327
20;4;1;LOWESTFRIENDLY;0;0;0;0;0;0;217;14;31;126;0;12;5.31673;2.78776;2.52897
20;5;1;FOCUSFRIENDLY;384;2;4;2;7;1;0;0;0;0;0;0;4.15443;2.50863;1.6458
20;5;1;FOCUSENEMY;0;0;0;0;0;0;250;17;19;40;21;53;5.34094;2.73369;2.60725
20;5;1;RANDOM;400;0;0;0;0;0;0;0;0;0;0;0;5.5003;3.19014;2.31016
20;5;1;RANDOMENEMY;60;0;0;0;0;0;340;0;0;0;0;0;5.54055;2.9191;2.62145
20;5;1;RANDOMFRIENDLY;0;0;0;0;0;0;358;26;6;10;0;0;5.32195;2.73862;2.58333
20;5;1;ONESTACK;400;0;0;0;0;0;0;0;0;0;0;0;5.23474;3.08969;2.14505
20;5;1;ONESTACKENEMYFIRST;275;6;10;3;22;3;42;3;14;6;4;12;5.62119;3.15717;2.46402
20;5;1;ONESTACKENEMY;0;0;0;0;0;0;300;14;16;24;9;37;4.86906;2.46087;2.40819
20;5;1;ONESTACKFRIENDLY;368;11;1;1;17;2;0;0;0;0;0;0;5.12484;2.98613;2.13871
20;5;1;TWOSTACKS;265;69;0;0;0;0;0;66;0;0;0;0;6.11042;3.43012;2.6803
20;5;1;TWOSTACKSENEMYFIRST;37;89;0;0;0;0;201;73;0;0;0;0;6.23637;3.35993;2.87644
20;5;1;TWOSTACKSENEMY;241;36;123;0;0;0;0;0;0;0;0;0;6.22137;3.57475;2.64662
20;5;1;TWOSTACKSFRIENDLY;0;0;0;0;0;0;327;54;1;6;1;11;5.31955;2.76325;2.5563
20;5;1;THREESTACKS;109;27;146;0;0;0;0;32;86;0;0;0;6.46653;3.53471;2.93182
20;5;1;THREESTACKSENEMYFIRST;29;24;136;0;0;0;88;24;99;0;0;0;6.36782;3.4435;2.92432
20;5;1;THREESTACKSENEMY;264;26;110;0;0;0;0;0;0;0;0;0;5.81024;3.35831;2.45193
20;5;1;THREESTACKSFRIENDLY;0;0;0;0;0;0;257;39;73;11;3;17;6.01822;3.11639;2.90183
20;5;1;LOWEST;61;18;92;57;0;0;0;10;20;142;0;0;6.23715;3.40073;2.83642
20;5;1;LOWESTENEMYFIRST;9;20;90;50;0;0;39;11;45;136;0;0;6.12748;3.24162;2.88586
20;5;1;LOWESTENEMY;223;28;97;52;0;0;0;0;0;0;0;0;5.9751;3.41549;2.55961
20;5;1;LOWESTFRIENDLY;0;0;0;0;0;0;204;29;23;143;0;1;6.09646;3.16743;2.92903
20;6;1;FOCUSFRIENDLY;384;1;2;2;11;0;0;0;0;0;0;0;4.25867;2.56016;1.69851
20;6;1;FOCUSENEMY;0;0;0;0;0;0;267;18;16;33;13;53;5.70318;2.87676;2.82642
20;6;1;RANDOM;400;0;0;0;0;0;0;0;0;0;0;0;3.6403;2.20084;1.43946
20;6;1;RANDOMENEMY;19;0;0;0;0;0;381;0;0;0;0;0;5.04389;2.56416;2.47973
20;6;1;RANDOMFRIENDLY;0;0;0;0;0;0;362;12;12;12;2;0;5.45955;2.7613;2.69825
20;6;1;ONESTACK;400;0;0;0;0;0;0;0;0;0;0;0;3.99748;2.45478;1.5427
20;6;1;ONESTACKENEMYFIRST;268;7;16;0;3;0;78;4;17;1;2;4;3.70419;2.0859;1.61829
20;6;1;ONESTACKENEMY;0;0;0;0;0;0;333;13;11;12;10;21;4.52348;2.22381;2.29967
20;6;1;ONESTACKFRIENDLY;390;3;1;0;4;2;0;0;0;0;0;0;3.60693;2.22587;1.38106
20;6;1;TWOSTACKS;228;86;0;0;0;0;0;86;0;0;0;0;6.95111;3.84597;3.10514
20;6;1;TWOSTACKSENEMYFIRST;32;88;0;0;0;0;179;101;0;0;0;0;7.33917;3.92217;3.417
20;6;1;TWOSTACKSENEMY;288;26;86;0;0;0;0;0;0;0;0;0;5.51233;3.20242;2.30991
20;6;1;TWOSTACKSFRIENDLY;0;0;0;0;0;0;321;63;0;5;1;10;6.06783;3.13298;2.93485
20;6;1;THREESTACKS;80;41;153;0;0;0;0;33;93;0;0;0;7.28228;3.97949;3.30279
20;6;1;THREESTACKSENEMYFIRST;12;28;137;0;0;0;69;40;114;0;0;0;7.28732;3.90206;3.38526
20;6;1;THREESTACKSENEMY;284;24;92;0;0;0;0;0;0;0;0;0;5.76141;3.32702;2.43439
20;6;1;THREESTACKSFRIENDLY;0;0;0;0;0;0;287;38;61;6;1;7;6.34956;3.2483;3.10126
20;6;1;LOWEST;36;12;96;78;0;0;0;13;23;142;0;0;7.22173;3.8901;3.33163
20;6;1;LOWESTENEMYFIRST;4;14;75;58;0;0;31;12;33;173;0;0;7.0985;3.74832;3.35018
20;6;1;LOWESTENEMY;252;28;66;54;0;0;0;0;0;0;0;0;6.00187;3.46999;2.53188
20;6;1;LOWESTFRIENDLY;0;0;0;0;0;0;180;27;38;155;0;0;6.91211;3.57858;3.33353
20;7;1;FOCUSFRIENDLY;398;1;0;1;0;0;0;0;0;0;0;0;3.12632;1.98561;1.14071
20;7;1;FOCUSENEMY;0;0;0;0;0;0;341;13;9;14;5;18;4.6201;2.21826;2.40184
20;7;1;RANDOM;400;0;0;0;0;0;0;0;0;0;0;0;3.77793;2.28825;1.48968
20;7;1;RANDOMENEMY;1;0;0;0;0;0;399;0;0;0;0;0;3.33247;1.49973;1.83274
20;7;1;RANDOMFRIENDLY;0;0;0;0;0;0;377;11;8;4;0;0;5.18506;2.5538;2.63126
20;7;1;ONESTACK;400;0;0;0;0;0;0;0;0;0;0;0;3.11488;1.96421;1.15067
20;7;1;ONESTACKENEMYFIRST;271;4;10;1;4;0;84;4;14;3;2;3;3.93679;2.22633;1.71046
20;7;1;ONESTACKENEMY;0;0;0;0;0;0;344;10;10;14;4;18;4.60877;2.22738;2.38139
20;7;1;ONESTACKFRIENDLY;394;2;2;0;2;0;0;0;0;0;0;0;3.15255;1.99529;1.15726
20;7;1;TWOSTACKS;158;139;0;0;0;0;0;103;0;0;0;0;6.7097;3.66575;3.04395
20;7;1;TWOSTACKSENEMYFIRST;11;123;0;0;0;0;132;134;0;0;0;0;6.8097;3.60796;3.20174
20;7;1;TWOSTACKSENEMY;353;17;30;0;0;0;0;0;0;0;0;0;4.17628;2.4845;1.69178
20;7;1;TWOSTACKSFRIENDLY;0;0;0;0;0;0;350;42;0;3;3;2;5.00375;2.47689;2.52686
20;7;1;THREESTACKS;77;35;161;0;0;0;0;28;99;0;0;0;8.20757;4.44964;3.75793
20;7;1;THREESTACKSENEMYFIRST;11;31;151;0;0;0;57;32;118;0;0;0;7.80709;4.12478;3.68231
20;7;1;THREESTACKSENEMY;293;31;76;0;0;0;0;0;0;0;0;0;5.66876;3.26354;2.40522
20;7;1;THREESTACKSFRIENDLY;0;0;0;0;0;0;280;35;79;4;0;2;6.29887;3.20144;3.09743
20;7;1;LOWEST;19;10;105;82;0;0;0;10;26;148;0;0;7.84336;4.19168;3.65168
20;7;1;LOWESTENEMYFIRST;0;12;95;52;0;0;20;6;41;174;0;0;7.98209;4.20892;3.77317
20;7;1;LOWESTENEMY;308;15;45;32;0;0;0;0;0;0;0;0;4.76551;2.80774;1.95777
20;7;1;LOWESTFRIENDLY;0;0;0;0;0;0;300;12;20;68;0;0;4.79746;2.31785;2.47961
20;8;1;FOCUSFRIENDLY;399;1;0;0;0;0;0;0;0;0;0;0;2.89145;1.83056;1.06089
20;8;1;FOCUSENEMY;0;0;0;0;0;0;381;9;3;5;0;2;3.58591;1.62665;1.95926
20;8;1;RANDOM;400;0;0;0;0;0;0;0;0;0;0;0;3.01018;1.88158;1.1286
20;8;1;RANDOMENEMY;1;0;0;0;0;0;399;0;0;0;0;0;3.17493;1.35542;1.81951
20;8;1;RANDOMFRIENDLY;0;0;0;0;0;0;400;0;0;0;0;0;2.96242;1.2548;1.70762
20;8;1;ONESTACK;400;0;0;0;0;0;0;0;0;0;0;0;3.35689;2.03718;1.31971
20;8;1;ONESTACKENEMYFIRST;258;2;12;5;3;1;93;3;16;4;1;2;4.49257;2.48346;2.00911
20;8;1;ONESTACKENEMY;0;0;0;0;0;0;368;11;7;8;2;4;4.0011;1.85469;2.14641
20;8;1;ONESTACKFRIENDLY;389;5;2;1;2;1;0;0;0;0;0;0;3.38069;2.1056;1.27509
20;8;1;TWOSTACKS;131;142;0;0;0;0;0;127;0;0;0;0;6.20547;3.40862;2.79685
20;8;1;TWOSTACKSENEMYFIRST;0;143;0;0;0;0;116;141;0;0;0;0;4.86914;2.49147;2.37767
20;8;1;TWOSTACKSENEMY;373;10;17;0;0;0;0;0;0;0;0;0;3.35758;2.08852;1.26906
20;8;1;TWOSTACKSFRIENDLY;0;0;0;0;0;0;378;21;0;1;0;0;3.49217;1.5717;1.92047
20;8;1;THREESTACKS;53;27;191;0;0;0;0;30;99;0;0;0;9.60937;5.18628;4.42309
20;8;1;THREESTACKSENEMYFIRST;4;20;153;0;0;0;38;30;155;0;0;0;9.29519;4.90844;4.38675
20;8;1;THREESTACKSENEMY;371;6;23;0;0;0;0;0;0;0;0;0;3.6039;2.19537;1.40853
20;8;1;THREESTACKSFRIENDLY;0;0;0;0;0;0;387;7;6;0;0;0;2.98747;1.25564;1.73183
20;8;1;LOWEST;9;12;99;87;0;0;0;2;30;161;0;0;8.5747;4.53073;4.04397
20;8;1;LOWESTENEMYFIRST;0;7;60;73;0;0;13;5;56;186;0;0;9.26948;4.86392;4.40556
20;8;1;LOWESTENEMY;354;12;22;12;0;0;0;0;0;0;0;0;3.84456;2.31308;1.53148
20;8;1;LOWESTFRIENDLY;0;0;0;0;0;0;354;14;10;22;0;0;3.6096;1.6286;1.981
20;9;1;FOCUSFRIENDLY;400;0;0;0;0;0;0;0;0;0;0;0;2.61554;1.65379;0.96175
20;9;1;FOCUSENEMY;0;0;0;0;0;0;392;3;1;1;1;2;3.10231;1.32231;1.78
20;9;1;RANDOM;400;0;0;0;0;0;0;0;0;0;0;0;2.75661;1.7739;0.98271
20;9;1;RANDOMENEMY;0;0;0;0;0;0;400;0;0;0;0;0;3.13181;1.34161;1.7902
20;9;1;RANDOMFRIENDLY;0;0;0;0;0;0;400;0;0;0;0;0;3.04869;1.29683;1.75186
20;9;1;ONESTACK;400;0;0;0;0;0;0;0;0;0;0;0;2.79675;1.77624;1.02051
20;9;1;ONESTACKENEMYFIRST;254;2;10;4;2;1;93;4;24;3;2;1;3.88198;2.12378;1.7582
20;9;1;ONESTACKENEMY;0;0;0;0;0;0;397;0;1;2;0;0;3.013;1.28304;1.72996
20;9;1;ONESTACKFRIENDLY;389;1;2;1;5;2;0;0;0;0;0;0;3.53265;2.17011;1.36254
20;9;1;TWOSTACKS;132;146;0;0;0;0;0;122;0;0;0;0;7.03315;3.76977;3.26338
20;9;1;TWOSTACKSENEMYFIRST;2;136;0;0;0;0;100;162;0;0;0;0;6.87426;3.54108;3.33318
20;9;1;TWOSTACKSENEMY;307;27;66;0;0;0;0;0;0;0;0;0;5.18344;3.01325;2.17019
20;9;1;TWOSTACKSFRIENDLY;0;0;0;0;0;0;392;8;0;0;0;0;3.03542;1.28488;1.75054
20;9;1;THREESTACKS;38;26;201;0;0;0;0;34;101;0;0;0;10.0171;5.36106;4.65606
20;9;1;THREESTACKSENEMYFIRST;3;20;151;0;0;0;31;19;176;0;0;0;9.7609;5.11171;4.64919
20;9;1;THREESTACKSENEMY;373;10;17;0;0;0;0;0;0;0;0;0;3.31636;2.05407;1.26229
20;9;1;THREESTACKSFRIENDLY;0;0;0;0;0;0;384;7;9;0;0;0;3.13191;1.30737;1.82454
20;9;1;LOWEST;6;7;86;114;0;0;0;7;26;154;0;0;9.68606;5.15503;4.53103
20;9;1;LOWESTENEMYFIRST;0;8;55;83;0;0;12;6;58;178;0;0;9.27662;4.87664;4.39998
20;9;1;LOWESTENEMY;265;15;58;62;0;0;0;0;0;0;0;0;6.45534;3.65578;2.79956
20;9;1;LOWESTFRIENDLY;0;0;0;0;0;0;345;10;12;33;0;0;4.0505;1.85312;2.19738
20;10;1;FOCUSFRIENDLY;400;0;0;0;0;0;0;0;0;0;0;0;2.69529;1.72202;0.97327
20;10;1;FOCUSENEMY;0;0;0;0;0;0;388;1;5;1;2;3;3.23111;1.3496;1.88151
20;10;1;RANDOM;400;0;0;0;0;0;0;0;0;0;0;0;2.70108;1.72315;0.97793
20;10;1;RANDOMENEMY;0;0;0;0;0;0;400;0;0;0;0;0;2.91305;1.17865;1.7344
20;10;1;RANDOMFRIENDLY;0;0;0;0;0;0;400;0;0;0;0;0;2.84282;1.16212;1.6807
20;10;1;ONESTACK;400;0;0;0;0;0;0;0;0;0;0;0;2.70022;1.72597;0.97425
20;10;1;ONESTACKENEMYFIRST;245;6;9;2;0;0;109;4;20;2;2;1;3.55251;1.94793;1.60458
20;10;1;ONESTACKENEMY;0;0;0;0;0;0;395;0;1;3;0;1;3.07961;1.26073;1.81888
20;10;1;ONESTACKFRIENDLY;398;1;1;0;0;0;0;0;0;0;0;0;2.79618;1.77264;1.02354
20;10;1;TWOSTACKS;142;134;0;0;0;0;0;124;0;0;0;0;4.95217;2.6886;2.26357
20;10;1;TWOSTACKSENEMYFIRST;0;131;0;0;0;0;134;135;0;0;0;0;4.72664;2.34129;2.38535
20;10;1;TWOSTACKSENEMY;397;3;0;0;0;0;0;0;0;0;0;0;2.70753;1.73893;0.9686
20;10;1;TWOSTACKSFRIENDLY;0;0;0;0;0;0;394;6;0;0;0;0;2.92885;1.23508;1.69377
20;10;1;THREESTACKS;30;29;212;0;0;0;0;11;118;0;0;0;10.5896;5.64679;4.94285
20;10;1;THREESTACKSENEMYFIRST;2;26;161;0;0;0;27;34;150;0;0;0;10.0287;5.23575;4.79293
20;10;1;THREESTACKSENEMY;361;15;24;0;0;0;0;0;0;0;0;0;3.63679;2.16904;1.46775
20;10;1;THREESTACKSFRIENDLY;0;0;0;0;0;0;370;15;15;0;0;0;3.56613;1.56942;1.99671
20;10;1;LOWEST;11;8;86;103;0;0;0;6;47;139;0;0;8.97944;4.71567;4.26377
20;10;1;LOWESTENEMYFIRST;0;4;63;89;0;0;9;5;52;178;0;0;9.89174;5.15529;4.73645
20;10;1;LOWESTENEMY;374;10;13;3;0;0;0;0;0;0;0;0;3.27752;2.02285;1.25467
20;10;1;LOWESTFRIENDLY;0;0;0;0;0;0;340;5;9;46;0;0;4.5832;2.12679;2.45641
